description,image_urls,images,misc,ranking,rating,season,title
"""If you are a pirate among pirates among pirates among pirates, then gather your steadfast crew of friends and set sail for our island."" Upon finding an advertisement with these words on it for Omatsuri Island, the only recreational resort on the Grand Line, Monkey D. Luffy and his Straw Hat Crew set out for it immediately.,
,
Enticed by the island's casinos, spas, beautiful women, and exquisite cuisine, the crew are eager to relax and enjoy themselves. Much to their disappointment though, they are told upon arrival that they will first have to pass Baron Omatsuri's ""Ordeals of Hell."" Once they complete this series of challenges, they will be able to enjoy the resort.,
,
However, problems begin to surface the longer they stay on the island. As strange events continue to unfold, the Straw Hat Crew find themselves at odds with one another, disagreeing at every turn. Will the Straw Hat Crew be able to figure out the truth behind Omatsuri Island, or will they fall apart from infighting first?,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/25415.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/11/25415.jpg', 'path': 'full/b51496eecc4b133671a4d2dbbc82dcfda3822507.jpg', 'checksum': 'e1aad87c255895af9a49bf5e8447c8dc', 'status': 'downloaded'}]",Adventure;Comedy;Fantasy;Shounen,#1013,7.71,,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima
"1532. Esteban, age 12 is a foundling from Barcelona, with a mysterious power of ordering the Sun to appear, for which he is called ""Child of the Sun."" Upon the death of his adoptive father, Esteban learns he was rescued as a baby from a sinking ship in the ocean. The mysterious medallion that Esteban wears since ever has a trace somewhere in the New World, probably coming from the Mysterious Cities of Gold. Esteban leaves Spain to find his parents and find out who he is. On the way he meets Zia, an Inca girl who was kidnapped from her people years back and has exactly the same medallion as him. Later on, they are joined by Tao, a young Galapagos robinson, the last descendant of the Empire of Heva, an Empire said to have built the Cities of Gold. Following Coyolite, the shining star represented on their medallions, the three children travel through the unexplored New World, searching for the Cities of Gold, believing that this way is leading them to their lost parents.,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/7/39543.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/39543.jpg', 'path': 'full/39a916bf1e7221701a7e39e34b3e549a6f50268a.jpg', 'checksum': 'aeb88e8d87697da6fd6e1daaaa8b5910', 'status': 'downloaded'}]",Adventure;Historical;Sci-Fi,#1018,7.71,Summer 1982,Taiyou no Ko Esteban
"Ichiko Sakura lives life on easy mode. Blessed with good fortune, she has everything she has ever wanted, including beauty, intelligence, and wealth. Momiji Binboda is a goddess of poverty. In stark contrast to Ichiko, she is cursed with misfortune, such as a perpetual cast on her arm, a flat chest, and a box under a bridge for a home.,
,
Their lives collide when Momiji lives up to her title and delivers some unfortunate news to Ichiko: her large amount of luck is due to her subconsciously draining the luck from those around her! Momiji has been tasked with stealing back Ichiko's fortune before she leaves everyone without enough luck to even survive. But Ichiko, with the help of the wandering monk Bobby Statice, manages to fight off the poverty goddess. This defeat forces the goddess to enlist reinforcements in the form of Kumagai, her teddy bear familiar, and the masochistic dog god, Momoo Inugami.,
,
Insanity ensues as Ichiko's quiet life is replaced with daily battles for her fortune. To survive the chaos, Ichiko will need all the luck she can get in ,!,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/8/39333.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/8/39333.jpg', 'path': 'full/944785dd85afe10a4b3650a0667dae7093730cf4.jpg', 'checksum': '6320559c3111a78929e08c919c676e14', 'status': 'downloaded'}]",Comedy;Parody;Shounen;Supernatural,#1022,7.71,Summer 2012,Binbougami ga!
"They say that the more things change, the more they stay the same, and those words could not be more true for the student council of Ousai Private Academy. Though an entire year has passed—bringing the senior members to their final year of high school—not much has changed. President Shino Amakusa is just as perverted as ever, Secretary Aria Shichijou still refuses to put on a pair of panties, Treasurer Suzu Hagimura has yet to grow an inch, and Vice President Takatoshi Tsuda is still stuck as the straight man to their crazy antics.,
 ,
Of course, limiting the fun to a four-way might get a little stale; although the group still messes around with the Judo Club and the Newspaper Club, more girls have come to get in on the excitement. Takatoshi's sister Kotomi, a new student at Ousai, is as perverse as the president, while Uomi, the aloof student council president of the nearby Eiryou High School, fits right in with the insanity at Ousai. With loads of absurdity and sexual humor that keeps on coming, Takatoshi needs to harden up if he is going to keep up with all the madness around him.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/56941.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/9/56941.jpg', 'path': 'full/60f0f28d967a8ee0f2134b4ca3f875cd7bae9cfe.jpg', 'checksum': '0d4bdf096d3a35adf50514eee2fa9dd5', 'status': 'downloaded'}]",Slice of Life;Comedy;School;Shounen,#1016,7.71,Winter 2014,Seitokai Yakuindomo*
"During his summer vacation, middle school student Nagasumi Michishio travels to the Seto Inland Sea. One day, while swimming at Mio Sun Beach, his leg suddenly cramps. No one is close enough to notice his desperate screams for help, and so he sinks into the ocean, where he is left to drown alone. Just as he loses consciousness, however, a mermaid appears and saves his life.,
,
That night, Nagasumi is visited by his savior, a girl who introduces herself as Sun Seto—a mermaid from a yakuza family. As it turns out, under mermaid law, a mermaid whose identity is revealed to a human must be punished by execution. To avoid this harrowing outcome, the Seto family propose a solution: Nagasumi must marry Sun or die at the hands of Gouzaburou, Sun's father and boss of the Seto clan. Faced with no other option, Nagasumi takes her hand in marriage.,
,
Now, the newlyweds face the difficult task of keeping their relationship secret. Between Gouzaburou's unending attempts on Nagasumi's life and the eccentric antics of a slew of antagonists, a genuine and innocent love blossoms between the pair as they adapt to their new life. ,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/58383.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/13/58383.jpg', 'path': 'full/3475839656543e07825bd6311b8c4a85f83b5934.jpg', 'checksum': 'c9394f07891bfd97e4f73dfaf4c3befc', 'status': 'downloaded'}]",Comedy;Parody;Romance;School;Shounen,#1017,7.71,Spring 2007,Seto no Hanayome
"Based on the Chinese manhua. Requiem Street, where evil spirits are attracted to in order to destroy them. A place where spirits and humans co-exist, not all humans can enter Requiem Street. Only those rare-soul users with guardian spirits can enter. Xia Ling was just a normal university intern, but a meeting by chance changes her ordinary life... In this world full of evil spirits, can you cooperate with your guardian spirit in order to survive? ,
,
(Source: MU) ",https://cdn.myanimelist.net/images/anime/6/80129.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/80129.jpg', 'path': 'full/146ebabd1805f34a400e1459ee7c185a0ec0f64a.jpg', 'checksum': '1c96444798c68d7f466a4c9c17dbf371', 'status': 'downloaded'}]",Action;Supernatural,#1019,7.71,,Zhen Hun Jie
"In the early 20th century, the discovery of the substance Cavorite allowed the production of advanced military technology and steered the country toward conflict. London is now divided by a wall, and the Kingdom and the Commonwealth of Albion battle a silent war where espionage is the only weapon that can destabilize the enemy. A group of girls from the prestigious Queen's Mayfaire school work as undercover spies for the Commonwealth.  ,
,
Led by Dorothy, an experienced driver with a striking personality, their group includes the talents of Ange le Carré, a cold-blooded liar and expert sharpshooter; Chise, a proficient samurai; and Beatrice, a voice-mimicking specialist. They use their unique individual skills for the Commonwealth to survive in a dark world filled with conspiracy, mystery, and infiltration. In the shadow of the war, they have only one goal in mind: completing their mission.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/86768.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/7/86768.jpg', 'path': 'full/98e94babc5695ea133385306d0cae684251c9ce8.jpg', 'checksum': '2a00938329d084f00fd54fd312ae2d4e', 'status': 'downloaded'}]",Action;Mystery;Historical,#1015,7.71,Summer 2017,Princess Principal
"The story begins at about 100 years after the disappearance of Otome Yamabuki, Rihan Nura's first wife. Rihan has finally pulled himself together and his life returns to normal. As the head of the Nura Clan, he's busy working on building a harmonious world for humans and youkais. One day, he sees Setsura being upset so he decides to cheer her up by taking the clan to go enjoy the hot spring where Setsura makes up her mind to tell Rihan that she met Otome once after she left him about 100 years ago. She tells him the message that Otome left for him and the truth is...? ,
,
(Source: Mangahere.com) ",https://cdn.myanimelist.net/images/anime/2/44574.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/2/44574.jpg', 'path': 'full/64e0512dd5104f4c08ed9acd4e8d5b2c26950aa4.jpg', 'checksum': 'ebe56d7df63d38e31bcdba047bf89e9b', 'status': 'downloaded'}]",Action;Demons;Shounen;Supernatural,#1012,7.71,,Nurarihyon no Mago OVA
"The fierce battle between Meliodas, the captain of the Seven Deadly Sins, and the Great Holy Knight Hendrickson has devastating consequences. Armed with the fragments necessary for the revival of the Demon Clan, Hendrickson breaks the seal, allowing the Commandments to escape, all of whom are mighty warriors working directly under the Demon King himself. Through a mysterious connection, Meliodas instantly identifies them; likewise, the 10 Commandments, too, seem to sense his presence.,
,
As the demons leave a path of destruction in their wake, the Seven Deadly Sins must find a way to stop them before the Demon Clan drowns Britannia in blood and terror.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/90089.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/11/90089.jpg', 'path': 'full/7848ca0afb2b6bdf18a972eb41663a84bfcba01e.jpg', 'checksum': 'c950b8b97cc7edf76fa0e22d3e10780f', 'status': 'downloaded'}]",Action;Adventure;Fantasy;Magic;Shounen;Supernatural,#1011,7.71,Winter 2018,Nanatsu no Taizai: Imashime no Fukkatsu
"Daddy Long Legs is based on the novel of the same name by Jean Webster. It chronicles the adventures of Judy Abbott, an orphan in New York. During a meeting for the superintendent, with other important and rich people in attendance, a scholarship is offered to Judy by a mysterious benefactor. Catching only a glimpse of his tall shadow as he leaves, Judy calls him ""Daddy Long Legs"" and writes him letters every month as per his request. While studying at the Lincoln Memorial school, she makes many friends and learns about a world she never knew about before. ,
,
(Source: ANN)",https://cdn.myanimelist.net/images/anime/12/17851.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/17851.jpg', 'path': 'full/242420958d19770ef136050c3b207530f9d2f7fc.jpg', 'checksum': '89c5ce37313f5045919e293f64de44f1', 'status': 'downloaded'}]",Comedy;Historical;Romance;School;Shoujo;Slice of Life,#1009,7.72,Winter 1990,Watashi no Ashinaga Ojisan
"The ""Anarchy Sisters,"" Panty and Stocking, have been kicked out of Heaven for, to put it mildly, misbehaving. Led by a priest named Garterbelt, these angels must buy their way back by exterminating ghosts in Daten City. But this task requires unconventional weapons for these unorthodox angels—they transform their lingerie into weapons to dispatch the spirits. Unfortunately, neither of them take their duties seriously, as they rather spend their time in pursuit of other ""hobbies"": Panty prefers to sleep with anything that walks, and Stocking favors stuffing her face with sweets than hunting ghosts.,
,
Follow these two unruly angels as they battle ghosts, an overflow of bodily fluids, and their own tendency to get side-tracked in ,.,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/73643.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/12/73643.jpg', 'path': 'full/3f80a3b068f985d48f44a4df34005a2ef7ea1b65.jpg', 'checksum': '5de69427ff5a7c0553c5db3338fd4219', 'status': 'downloaded'}]",Action;Comedy;Parody;Supernatural;Ecchi,#1007,7.72,Fall 2010,Panty & Stocking with Garterbelt
"After having to deal with jealousy from his co-workers for working under his father's name, prideful literary editor Ritsu Onodera is determined to establish himself in the industry. To accomplish this, he quits his job at his father's publishing company and transfers to Marukawa Publishing. But instead of being placed in their literary division, Ritsu finds himself working as the rookie manga editor for the Emerald editing department, a team that operates under extremely tight schedules in order to meet deadlines. There, Ritsu is introduced to the infamous editor-in-chief Masamune Takano, a persistent man who strives for results.,
,
As it turns out, Takano is actually Ritsu's high school love, and it is the aftermath of that heartbreak has caused Ritsu's reluctance to fall in love again. Now with the two reunited after several years of separation, the reestablishment of their relationship is marked by Takano's vow to make Ritsu say that he loves him again.,
,
, follows three couples that are interconnected within the manga industry, with each being subject to the budding of first love. ,
,
[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/29763.jpg,"[{'url': 'https://cdn.myanimelist.net/images/anime/6/29763.jpg', 'path': 'full/9fa5addb5721dadfda83e5b79f20d5d53027920e.jpg', 'checksum': '52c6a866f58e7cdee290c51bb9ee52ef', 'status': 'downloaded'}]",Comedy;Drama;Romance;Shounen Ai,#1008,7.72,Spring 2011,Sekaiichi Hatsukoi
